"SettlementType","StateCode","StateName","LGACode","LGA_AmapCode","LGAName","WardCode","Ward_AmapCode","WardName","SettlementObjectId","SettlementName","Weight","Lat","Lon","Direction","ClosestSettlement","ClosestNamedSettlement"
"BUA","BR","Borno","105","NIE BOS BBU","Biu","10511","NIE BOS BBU ZAR","Zarawuyaku","BUA_10511_6096","Yamarkumi","137","1353963.0","1193865.375","","",""
"BUA","BR","Borno","105","NIE BOS BBU","Biu","10502","NIE BOS BBU DUG","Dugja","BUA_10502_6648","Tabra Tsahuyam","117","1353059.375","1189523.25","","",""
"BUA","BR","Borno","105","NIE BOS BBU","Biu","10502","NIE BOS BBU DUG","Dugja","BUA_10502_7204","Diza","1107","1354766.25","1189165.75","","",""
"BUA","BR","Borno","105","NIE BOS BBU","Biu","10503","NIE BOS BBU GAL","Galdimari","BUA_10503_6647","Galdimare","804","1357226.375","1187275.75","","",""
"BUA","BR","Borno","105","NIE BOS BBU","Biu","10501","NIE BOS BBU BUR","Buratai","BUA_10501_6517","Buratai","132","1345679.125","1221617.0","","",""
"SSA","BR","Borno","105","NIE BOS BBU","Biu","10505","NIE BOS BBU GUN","Gunda","SSA_10505_11220","Manu Shodo","3","1295827.25","1215412.625","203","",""
"SSA","BR","Borno","115","NIE BOS KBG","Kala-Balge","11503","NIE BOS KBG JAR","Jarawa","SSA_11503_20408","Sangaya","3","1597276.125","1341579.875","55","",""
"SSA","BR","Borno","115","NIE BOS KBG","Kala-Balge","11502","NIE BOS KBG JIL","Jilbe","SSA_11502_1625","SSA_1","3","1625740.25","1324010.5","55","",""
"SSA","BR","Borno","115","NIE BOS KBG","Kala-Balge","11509","NIE BOS KBG SIG","Sigal","SSA_11509_2179","SSA_1","3","1615306.0","1380815.125","178","",""
"SSA","BR","Borno","115","NIE BOS KBG","Kala-Balge","11506","NIE BOS KBG MAD","Mada","SSA_11506_1534","SSA_15","3","1597668.125","1295055.625","68","",""
"SSA","BR","Borno","115","NIE BOS KBG","Kala-Balge","11510","NIE BOS KBG RAN","Rann","SSA_11510_2180","SSA_4","3","1605807.375","1379879.5","8","",""
"SSA","BR","Borno","115","NIE BOS KBG","Kala-Balge","11505","NIE BOS KBG KAL","Kala","SSA_11505_2132","Hesanaty","3","1611644.375","1362127.375","200","",""
"SSA","BR","Borno","101","NIE BOS ADM","Abadam","10101","NIE BOS ADM ARE","Arege","SSA_10101_2720","SSA_37","3","1504620.125","1513320.0","341","",""
"BUA","BR","Borno","101","NIE BOS ADM","Abadam","10101","NIE BOS ADM ARE","Arege","BUA_10101_7349","Bula Bul","185","1520041.5","1512868.375","","",""
"SSA","BR","Borno","101","NIE BOS ADM","Abadam","10108","NIE BOS  ADM YAU","Yau","SSA_10108_16403","Ngauro","3","1470745.25","1521746.625","278","",""
"SSA","BR","Borno","101","NIE BOS ADM","Abadam","10104","NIE BOS ADM FOG","Foguwa","SSA_10104_2634","Gasare","3","1433505.75","1512379.75","313","",""
"HA","BR","Borno","101","NIE BOS ADM","Abadam","10102","NIE BOS ADM BAN","Banowa","HA_10102_68135","HA_100","1.5","1476105.625","1463414.625","22","",""
"BUA","BR","Borno","101","NIE BOS ADM","Abadam","10111","NIE BOS ADM BUS","Busuna","BUA_10111_5769","Busuna Lawanti","104","1484345.625","1537194.125","","",""
"BUA","BR","Borno","112","NIE BOS HWL","Hawul","11206","NIE BOS HWL KWA","Kwajaffa","BUA_11206_7735","Kwajaffa Dispensary","133","1382027.625","1171904.875","","",""
"BUA","BR","Borno","112","NIE BOS HWL","Hawul","11201","NIE BOS HWL BIL","Bilingwi","BUA_11201_6541","Ghumma","306","1364706.875","1178593.75","","",""
"BUA","BR","Borno","112","NIE BOS HWL","Hawul","11205","NIE BOS HWL KID","Kidda","BUA_11205_8011","Kinging","94","1361439.875","1179278.25","","",""
"BUA","BR","Borno","112","NIE BOS HWL","Hawul","11202","NIE BOS HWL GRD","Grim Damchoba","BUA_11202_8207","Biila","49","1348286.125","1182750.875","","",""
"BUA","BR","Borno","112","NIE BOS HWL","Hawul","11210","NIE BOS HWL PUV","Puba Vidau","BUA_11210_8022","Saboda Allah","75","1395830.375","1164421.25","","",""
"BUA","BR","Borno","112","NIE BOS HWL","Hawul","11208","NIE BOS HWL MAK","Marama Kidang","BUA_11208_7191","Azare","46","1348938.875","1169015.5","","",""
"BUA","BR","Borno","113","NIE BOS JRE","Jere","11309","NIE BOS JRE MAI","Mairi","BUA_11309_7489","Mairi Central","594","1468577.5","1325388.625","","",""
"BUA","BR","Borno","113","NIE BOS JRE","Jere","11305","NIE BOS JRE MAS","Mashamari","BUA_11305_7890","Goni Kachallari","2293","1468627.75","1328825.375","","",""
"BUA","BR","Borno","113","NIE BOS JRE","Jere","11306","NIE BOS JRE GAL","Galtimari","BUA_11306_7106","Fori Lawanti","994","1465966.875","1322208.625","","",""
"BUA","BR","Borno","113","NIE BOS JRE","Jere","11306","NIE BOS JRE GAL","Galtimari","BUA_11306_6334","Molai Shuwari","75","1458285.5","1317080.25","","",""
"BUA","BR","Borno","113","NIE BOS JRE","Jere","11303","NIE BOS JRE GOM","Gomari","BUA_11303_7146","Bulama Jidda Ndollori","512","1456377.75","1325439.875","","",""
"BUA","BR","Borno","113","NIE BOS JRE","Jere","11304","NIE BOS JRE TUB","Tuba","BUA_11304_6439","BUA_1","112","1455373.625","1349967.625","","",""
"BUA","BR","Borno","121","NIE BOS MAR","Marte","12107","NIE BOS MAR KIR","Kirenowa","BUA_12107_6032","Hausari","428","1551014.375","1393427.25","","",""
"SSA","BR","Borno","121","NIE BOS MAR","Marte","12106","NIE BOS MAR KAB","Kabulawa","SSA_12106_1623","SSA_7","3","1506322.75","1375926.125","172","",""
"HA","BR","Borno","121","NIE BOS MAR","Marte","12113","NIE BOS MAR ZAN","Zaga Ngalori","HA_12113_29049","HA_4","2.5","1558723.5","1415646.625","311","",""
"SSA","BR","Borno","121","NIE BOS MAR","Marte","12112","NIE BOS MAR NJI","Njine","SSA_12112_21930","JSQ New Marte","3","1542833.375","1373643.5","269","",""
"SSA","BR","Borno","121","NIE BOS MAR","Marte","12103","NIE BOS MAR BAD","Badairi","SSA_12103_1855","SSA_11","3","1548762.0","1419590.125","111","",""
"HA","BR","Borno","121","NIE BOS MAR","Marte","12111","NIE BOS MAR MUW","Muwalli","HA_12111_88697","HA_1","1","1533878.75","1388760.375","13","",""
"HA","BR","Borno","126","NIE BOS NGZ","Nganzai","12607","NIE BOS NGZ KUD","Kuda","HA_12607_68253","HA_2","2.5","1449694.75","1384293.0","166","",""
"SSA","BR","Borno","126","NIE BOS NGZ","Nganzai","12610","NIE BOS NGZ MIY","Miye","SSA_12610_12349","Burari Kura B","3","1465404.625","1369064.25","101","",""
"HA","BR","Borno","126","NIE BOS NGZ","Nganzai","12601","NIE BOS NGZ GAD","Gadai","HA_12601_70235","Al Aisadari","1","1449796.0","1402215.375","12","",""
"SSA","BR","Borno","126","NIE BOS NGZ","Nganzai","12604","NIE BOS NGZ GAJ","Gajiram","SSA_12604_8178","Bulturam","3","1462981.5","1390116.0","24","",""
"BUA","BR","Borno","126","NIE BOS NGZ","Nganzai","12604","NIE BOS NGZ GAJ","Gajiram","BUA_12604_6162","Balamari","333","1470334.75","1401499.5","","",""
"BUA","BR","Borno","126","NIE BOS NGZ","Nganzai","12602","NIE BOS NGZ BAD","Badu","BUA_12602_6357","Badu Lawanti","90","1471489.5","1426038.0","","",""
"HA","BR","Borno","119","NIE BOS MAF","Mafa","11910","NIE BOS MAF MUJ","Mujigine","HA_11910_67675","HA_1","1","1540999.75","1347645.75","305","",""
"SSA","BR","Borno","119","NIE BOS MAF","Mafa","11908","NIE BOS MAF MAF","Mafa","SSA_11908_1787","SSA_17","3","1513276.25","1330099.125","60","",""
"BUA","BR","Borno","119","NIE BOS MAF","Mafa","11911","NIE BOS MAF  TAN","Tamsu Ngamdua","BUA_11911_7238","Gajire","1333","1470331.125","1328538.375","","",""
"BUA","BR","Borno","119","NIE BOS MAF","Mafa","11911","NIE BOS MAF  TAN","Tamsu Ngamdua","BUA_11911_7238","Gajire","1333","1469226.5","1327409.875","","",""
"BUA","BR","Borno","119","NIE BOS MAF","Mafa","11911","NIE BOS MAF  TAN","Tamsu Ngamdua","BUA_11911_7238","Gajire","1333","1469226.5","1326845.625","","",""
"BUA","BR","Borno","119","NIE BOS MAF","Mafa","11906","NIE BOS MAF LOS","Loskuri","BUA_11906_6017","Maiwa Baleri","83","1498144.75","1332539.875","","",""
"SSA","BR","Borno","103","NIE BOS BAM","Bama","10314","NIE BOS BAM ZAG","Zageri","SSA_10314_1497","SSA_7","3","1572323.25","1308697.625","141","",""
"BUA","BR","Borno","103","NIE BOS BAM","Bama","10311","NIE BOS NGL SHE","Shehuri","BUA_10311_5700","BUA_1","61","1585049.75","1297313.375","","",""
"BUA","BR","Borno","103","NIE BOS BAM","Bama","10310","NIE BOS BAM KAS","Kasugula","BUA_10310_6358","Kasugula Bama","1498","1523899.875","1291523.0","","",""
"BUA","BR","Borno","103","NIE BOS BAM","Bama","10303","NIE BOS BAM AND","Andara","BUA_10303_6013","BUA_2","178","1582288.375","1272417.0","","",""
"BUA","BR","Borno","103","NIE BOS BAM","Bama","10305","NIE BOS BAM BAN","Banki","BUA_10305_7556","Banki","2061","1574155.25","1259924.75","","",""
"BUA","BR","Borno","103","NIE BOS BAM","Bama","10304","NIE BOS BAM KUM","Kumshe","BUA_10304_6028","Kasugula Bama","779","1523648.875","1291061.875","","",""
"BUA","BR","Borno","108","NIE BOS DKW","Dikwa","10804","NIE BOS DKW GAJ","Gajibo","BUA_10804_7624","Ngabure","52","1560198.125","1353890.125","","",""
"BUA","BR","Borno","108","NIE BOS DKW","Dikwa","10803","NIE BOS DKW DIK","Dikwa","BUA_10803_7672","BUA_1","143","1547847.75","1350091.125","","",""
"BUA","BR","Borno","108","NIE BOS DKW","Dikwa","10803","NIE BOS DKW DIK","Dikwa","BUA_10803_7337","Kulagoru","564","1549353.875","1350296.5","","",""
"BUA","BR","Borno","108","NIE BOS DKW","Dikwa","10803","NIE BOS DKW DIK","Dikwa","BUA_10803_7337","Kulagoru","564","1549102.875","1350091.125","","",""
"BUA","BR","Borno","108","NIE BOS DKW","Dikwa","10808","NIE BOS DKW NGU","Ngudoram","BUA_10808_5751","Ngudoram","66","1557935.25","1351600.625","","",""
"BUA","BR","Borno","108","NIE BOS DKW","Dikwa","10807","NIE BOS DKW MKA","M. Kaza","BUA_10807_7345","BUA_1","41","1578921.0","1348418.0","","",""
"BUA","BR","Borno","106","NIE BOS CBK","Chibok","10610","NIE BOS CBK SHI","Shirarkir","BUA_10610_7123","Shikarkir Lawanti","78","1422532.125","1209768.125","","",""
"BUA","BR","Borno","106","NIE BOS CBK","Chibok","10611","NIE BOS CBK WHU","Whuntaku","BUA_10611_6044","Gusudae","206","1429360.0","1216975.625","","",""
"BUA","BR","Borno","106","NIE BOS CBK","Chibok","10607","NIE BOS CBK MBA","Mbalala","BUA_10607_5799","Bila Nkeki","394","1433125.375","1206343.875","","",""
"SSA","BR","Borno","106","NIE BOS CBK","Chibok","10609","NIE BOS CBK PEM","Pemi","SSA_10609_13215","Pemi Duse","3","1439714.5","1205962.125","174","",""
"BUA","BR","Borno","106","NIE BOS CBK","Chibok","10603","NIE BOS CBK KAU","Kautikari","BUA_10603_7160","Kautikari","250","1446379.625","1211454.875","","",""
"BUA","BR","Borno","106","NIE BOS CBK","Chibok","10604","NIE BOS CBK KUB","Kuburmbula","BUA_10604_7257","Kwada Nkyadana","39","1444622.375","1214521.875","","",""
"BUA","BR","Borno","111","NIE BOS GZA","Gwoza","11102","NIE BOS GZA BII","Bita Izge","BUA_11102_10371","Biwa","473","1483230.125","1232264.5","","",""
"HA","BR","Borno","111","NIE BOS GZA","Gwoza","11110","NIE BOS GZA KUR","Kuranabasa","HA_11110_4426","HA_11","9","1529564.375","1231586.0","341","",""
"BUA","BR","Borno","111","NIE BOS GZA","Gwoza","11105","NIE BOS GZA GAA","Gava Agapalawa","BUA_11105_10688","Amuda","158","1535744.625","1244132.25","","",""
"BUA","BR","Borno","111","NIE BOS GZA","Gwoza","11109","NIE BOS GZA KIR","Kirawa","BUA_11109_5684","Kirawa","489","1548597.125","1253854.625","","",""
"BUA","BR","Borno","111","NIE BOS GZA","Gwoza","11108","NIE BOS GZA HAU","Hausari","BUA_11108_5974","Gwoza Wakani Dalhatu","211","1524799.875","1241881.125","","",""
"BUA","BR","Borno","111","NIE BOS GZA","Gwoza","11103","NIE BOS GZA BUL","Bulabulin","BUA_11103_6218","Gwoza Wakani Dalhatu","1309","1523695.375","1242904.375","","",""
"BUA","BR","Borno","117","NIE BOS KWA","Kukawa","11707","NIE BOS KWA KAU","Kauwa","BUA_11707_6493","BUA_1","167","1522339.875","1453214.625","","",""
"BUA","BR","Borno","117","NIE BOS KWA","Kukawa","11706","NIE BOS KWA DOR","Doro","BUA_11706_7843","Duguri Masaram","397","1503659.875","1494734.75","","",""
"BUA","BR","Borno","117","NIE BOS KWA","Kukawa","11706","NIE BOS KWA DOR","Doro","BUA_11706_6320","Doron Baga","1182","1542066.75","1472611.375","","",""
"BUA","BR","Borno","117","NIE BOS KWA","Kukawa","11706","NIE BOS KWA DOR","Doro","BUA_11706_6320","Doron Baga","1182","1543723.625","1472456.75","","",""
"BUA","BR","Borno","117","NIE BOS KWA","Kukawa","11702","NIE BOS KWA BAG","Baga","BUA_11702_6794","Barwati","1311","1539406.0","1470755.625","","",""
"BUA","BR","Borno","117","NIE BOS KWA","Kukawa","11702","NIE BOS KWA BAG","Baga","BUA_11702_6794","Barwati","1311","1538301.375","1469724.75","","",""
"BUA","BR","Borno","110","NIE BOS GBL","Guzamala","11010","NIE BOS GBL GUD","Gudumbali East","BUA_11010_6536","Alhaji Bukarkururi","460","1467311.375","1453390.0","","",""
"BUA","BR","Borno","110","NIE BOS GBL","Guzamala","11010","NIE BOS GBL GUD","Gudumbali East","BUA_11010_6536","Alhaji Bukarkururi","460","1466458.0","1453184.0","","",""
"BUA","BR","Borno","110","NIE BOS GBL","Guzamala","11007","NIE BOS GBL GUO","Guworam","BUA_11007_5701","Burwa","447","1509734.75","1450917.5","","",""
"BUA","BR","Borno","110","NIE BOS GBL","Guzamala","11007","NIE BOS GBL GUO","Guworam","BUA_11007_5701","Burwa","447","1510086.125","1451175.0","","",""
"SSA","BR","Borno","110","NIE BOS GBL","Guzamala","11006","NIE BOS GBL MAI","Mairari","SSA_11006_1716","SSA_23","3","1498047.75","1428407.625","183","",""
"HA","BR","Borno","110","NIE BOS GBL","Guzamala","11005","NIE BOS GBL KIN","Kingarawa","HA_11005_67181","HA_29","1","1488160.625","1420367.75","79","",""
"HA","BR","Borno","107","NIE BOS DAM","Damboa","10701","NIE BOS DAM AZM","Azir Multe","HA_10701_83578","HA_4","1","1396691.625","1212840.5","134","",""
"SSA","BR","Borno","107","NIE BOS DAM","Damboa","10702","NIE BOS DAM BEG","Bego","SSA_10702_15956","Dole B","3","1430454.25","1242853.0","115","",""
"BUA","BR","Borno","107","NIE BOS DAM","Damboa","10703","NIE BOS DAM DAC","Damboa Central","BUA_10703_5878","Arege","897","1421323.625","1248655.625","","",""
"SSA","BR","Borno","107","NIE BOS DAM","Damboa","10708","NIE BOS DAM AJA","Ajigin A","SSA_10708_18021","SSA_1","3","1353210.375","1249475.5","1","",""
"SSA","BR","Borno","107","NIE BOS DAM","Damboa","10706","NIE BOS DAM NZW","Nzuda Wuyaram","SSA_10706_15755","SSA_1","3","1414854.625","1237207.875","250","",""
"BUA","BR","Borno","107","NIE BOS DAM","Damboa","10711","NIE BOS DAM KAM","Kafa Mafi","BUA_10711_7214","Damboa/Forfor","98","1388690.25","1268106.125","","",""
"BUA","BR","Borno","125","NIE BOS NGL","Ngala","12509","NIE BOS NGL WAR","Warshele","BUA_12509_7359","Warshele","44","1571587.375","1353983.0","","",""
"BUA","BR","Borno","125","NIE BOS NGL","Ngala","12502","NIE BOS NGL GAA","Gamboru A","BUA_12502_7225","Abuja Galadlma Road","766","1581327.25","1387527.0","","",""
"BUA","BR","Borno","125","NIE BOS NGL","Ngala","12503","NIE BOS NGL GAB","Gamboru B","BUA_12503_6349","Shehuri","1305","1580771.25","1389038.375","","",""
"BUA","BR","Borno","125","NIE BOS NGL","Ngala","12503","NIE BOS NGL GAB","Gamboru B","BUA_12503_6349","Shehuri","1305","1580570.5","1389449.625","","",""
"BUA","BR","Borno","125","NIE BOS NGL","Ngala","12510","NIE BOS NGL WUL","Wulgo","BUA_12510_6697","BUA_1","198","1565960.75","1408319.875","","",""
"BUA","BR","Borno","125","NIE BOS NGL","Ngala","12505","NIE BOS NGL LOG","Logumane","BUA_12505_5666","Logumane Lawanti","89","1560237.375","1368793.5","","",""
"HA","BR","Borno","120","NIE BOS MGM","Magumeri","12010","NIE BOS MGM NGA","Ngamma","HA_12010_77845","Goni Burwari","2.5","1412472.0","1378463.125","229","",""
"HA","BR","Borno","120","NIE BOS MGM","Magumeri","12012","NIE BOS MGM TIT","Titiwa","HA_12012_74591","Mallum Yanari","2","1432309.75","1367885.625","222","",""
"HA","BR","Borno","120","NIE BOS MGM","Magumeri","12006","NIE BOS MGM HOC","Hoyo Chingowa","HA_12006_17659","Alajeri","2.5","1439440.375","1350309.5","77","",""
"SSA","BR","Borno","120","NIE BOS MGM","Magumeri","12003","NIE BOS MGM BOR","Borno Yesu","SSA_12003_2267","SSA_26","3","1385919.625","1376821.125","210","",""
"BUA","BR","Borno","120","NIE BOS MGM","Magumeri","12005","NIE BOS MGM GAJ","Gajigana","BUA_12005_7060","Kori","313","1458923.5","1374547.0","","",""
"BUA","BR","Borno","120","NIE BOS MGM","Magumeri","12013","NIE BOS MGM NGA","Magumeri","BUA_12013_5873","Kasugula","273","1428348.625","1358727.5","","",""
"HA","BR","Borno","122","NIE BOS MBR","Mobbar","12206","NIE BOS MBR GAS","Gashigar","HA_12206_14127","Meru B Aliye","1","1436321.5","1482988.875","165","",""
"HA","BR","Borno","122","NIE BOS MBR","Mobbar","12204","NIE BOS MBR CHA","Chamba","HA_12204_975","HA_132","1.5","1407376.875","1466085.625","343","",""
"BUA","BR","Borno","122","NIE BOS MBR","Mobbar","12203","NIE BOS MBR DAM","Damasak","BUA_12203_7075","Mallam Hudu","415","1393004.25","1471859.0","","",""
"BUA","BR","Borno","122","NIE BOS MBR","Mobbar","12209","NIE BOS MBR ZUU","Zulum Umarti","BUA_12209_6412","Alhaji Buremti","376","1392954.0","1471188.875","","",""
"SSA","BR","Borno","122","NIE BOS MBR","Mobbar","12201","NIE BOS MBR ASA","Asaga","SSA_12201_12223","Melengarnari","3","1411378.875","1485376.625","327","",""
"HA","BR","Borno","122","NIE BOS MBR","Mobbar","12207","NIE BOS MBR KAR","Kareto","HA_12207_11469","HA_37","1","1403000.125","1434571.375","56","",""
"BUA","BR","Borno","114","NIE BOS KGG","Kaga","11401","NIE BOS KGG BES","Benisheikh","BUA_11401_6097","Bulama Bukar Kolo","560","1390745.0","1323932.875","","",""
"BUA","BR","Borno","114","NIE BOS KGG","Kaga","11401","NIE BOS KGG BES","Benisheikh","BUA_11401_6097","Bulama Bukar Kolo","560","1391096.375","1323727.75","","",""
"BUA","BR","Borno","114","NIE BOS KGG","Kaga","11410","NIE BOS KGG MAI","Mainok","BUA_11410_5845","Bulama Bukar","263","1406158.0","1326035.875","","",""
"HA","BR","Borno","114","NIE BOS KGG","Kaga","11405","NIE BOS KGG FAI","Fai","HA_11405_122851","HA_36","1","1407730.125","1268186.0","257","",""
"BUA","BR","Borno","114","NIE BOS KGG","Kaga","11411","NIE BOS KGG NGA","Ngamdu","BUA_11411_5789","Goni Umarti","419","1364839.125","1318650.5","","",""
"HA","BR","Borno","114","NIE BOS KGG","Kaga","11411","NIE BOS KGG NGA","Ngamdu","HA_11411_4960","HA_80","2","1381610.375","1335781.25","291","",""
"BUA","BR","Borno","124","NIE BOS MAG","Maiduguri","12407","NIE BOS MAG GW1","Gwange I","BUA_12407_7348","Sarkin Hausawa","530","1466551.0","1327287.75","","",""
"BUA","BR","Borno","124","NIE BOS MAG","Maiduguri","12402","NIE BOS MAG BO2","Bolori II","BUA_12402_8541","Bolori Gana","2772","1463538.75","1332982.125","","",""
"BUA","BR","Borno","124","NIE BOS MAG","Maiduguri","12413","NIE BOS MAG MAI","Maisandari","BUA_12413_8376","Kaigama","5128","1463840.0","1323184.375","","",""
"BUA","BR","Borno","124","NIE BOS MAG","Maiduguri","12413","NIE BOS MAG MAI","Maisandari","BUA_12413_8616","Kasula","2326","1458769.25","1325595.0","","",""
"BUA","BR","Borno","124","NIE BOS MAG","Maiduguri","12401","NIE BOS MAG BOL","Bolori I","BUA_12401_7117","Telari","309","1458919.875","1332725.625","","",""
"BUA","BR","Borno","124","NIE BOS MAG","Maiduguri","12401","NIE BOS MAG BOL","Bolori I","BUA_12401_10153","Shuwari","2709","1460827.625","1329801.375","","",""
"BUA","BR","Borno","102","NIE BOS ASU","Askira-Uba","10210","NIE BOS ASU RUC","Rumirgu Chul","BUA_10210_9606","Gadamayo","68","1451037.625","1186429.5","","",""
"BUA","BR","Borno","102","NIE BOS ASU","Askira-Uba","10203","NIE BOS ASU HAZ","Hausari Zadawa","BUA_10203_5621","Zadawa","675","1436227.125","1193325.375","","",""
"BUA","BR","Borno","102","NIE BOS ASU","Askira-Uba","10205","NIE BOS ASU LAS","Lassa","BUA_10205_7384","Giwa Lawan","359","1477495.75","1196901.625","","",""
"BUA","BR","Borno","102","NIE BOS ASU","Askira-Uba","10213","NIE BOS ASU WAG","Wamdeo Giwi","BUA_10213_7061","Tudun Wada","421","1461932.125","1178462.5","","",""
"BUA","BR","Borno","102","NIE BOS ASU","Askira-Uba","10211","NIE BOS ASU UBA","Uba","BUA_10211_6842","Kidisa","2213","1471521.375","1170395.25","","",""
"BUA","BR","Borno","102","NIE BOS ASU","Askira-Uba","10206","NIE BOS ASU MUS","Mussa","BUA_10206_6969","Burda","124","1463488.5","1201551.375","","",""
"BUA","BR","Borno","109","NIE BOS GUB","Gubio","10904","NIE BOS GUB GOI","Gubio 1","BUA_10904_6280","Lawanti","336","1423424.875","1401912.125","","",""
"SSA","BR","Borno","109","NIE BOS GUB","Gubio","10904","NIE BOS GUB GOI","Gubio 1","SSA_10904_8049","SSA_5","3","1433546.375","1392202.375","335","",""
"HA","BR","Borno","109","NIE BOS GUB","Gubio","10902","NIE BOS GUB FEL","Felo","HA_10902_3346","HA_34","1.5","1450388.125","1422947.625","178","",""
"BUA","BR","Borno","109","NIE BOS GUB","Gubio","10903","NIE BOS GUB GAZ","Gazabure","BUA_10903_7318","Gazabure Lawanti","69","1426885.375","1448507.75","","",""
"HA","BR","Borno","109","NIE BOS GUB","Gubio","10907","NIE BOS GUB NGE","Ngetra","HA_10907_243","HA_32","1","1408941.125","1424164.875","86","",""
"BUA","BR","Borno","109","NIE BOS GUB","Gubio","10905","NIE BOS GUB GOB","Gubio 2","BUA_10905_5899","Lawanti","213","1422366.875","1402601.5","","",""
"BUA","BR","Borno","104","NIE BOS BAY","Bayo","10405","NIE BOS BAY GAA","Jara-dali","BUA_10405_7207","Zange","46","1309656.5","1150459.875","","",""
"BUA","BR","Borno","104","NIE BOS BAY","Bayo","10402","NIE BOS BAY BRI","Briyel","BUA_10402_5848","Nokaram Ndiyam","246","1292436.125","1158930.875","","",""
"BUA","BR","Borno","104","NIE BOS BAY","Bayo","10408","NIE BOS BAY TEL","Telli","BUA_10408_5913","Garin Gado","77","1298008.875","1174500.375","","",""
"HA","BR","Borno","104","NIE BOS BAY","Bayo","10409","NIE BOS BAY WUY","Wuyo","HA_10409_8872","HA_4","1","1305020.75","1154779.125","309","",""
"BUA","BR","Borno","104","NIE BOS BAY","Bayo","10404","NIE BOS BAY GAM","Gamadadi","BUA_10404_7600","Gamadadi","110","1286461.75","1155307.5","","",""
"BUA","BR","Borno","104","NIE BOS BAY","Bayo","10407","NIE BOS BAY LIM","Limanti","BUA_10407_6883","Changom","180","1300720.0","1187931.375","","",""
"BUA","BR","Borno","116","NIE BOS KDG","Konduga","11609","NIE BOS KDG KON","Konduga","BUA_11609_6604","Mandarari","82","1491449.125","1307053.125","","",""
"HA","BR","Borno","116","NIE BOS KDG","Konduga","11607","NIE BOS KDG KAW","Kawuri","HA_11607_120425","HA_2","2","1518144.0","1292538.875","273","",""
"BUA","BR","Borno","116","NIE BOS KDG","Konduga","11602","NIE BOS KDG AUN","Auno","BUA_11602_9328","BUA_1","793","1454196.875","1329257.875","","",""
"BUA","BR","Borno","116","NIE BOS KDG","Konduga","11602","NIE BOS KDG AUN","Auno","BUA_11602_9328","BUA_1","793","1453945.875","1328693.625","","",""
"BUA","BR","Borno","116","NIE BOS KDG","Konduga","11602","NIE BOS KDG AUN","Auno","BUA_11602_7049","Bulama","1010","1453795.25","1327359.875","","",""
