"SettlementType","StateCode","StateName","LGACode","LGA_AmapCode","LGAName","WardCode","Ward_AmapCode","WardName","SettlementObjectId","SettlementName","Weight","Lat","Lon","Direction","ClosestSettlement","ClosestNamedSettlement"
"BUA","KN","Kano","20041","NIE KNS KRY","Karaye","KN2201","NIE KNS KRY DAU","Daura","BUA_KN2201_4733","Unguwar Tofa","36","886664.4375","1321288.375","","",""
"BUA","KN","Kano","20041","NIE KNS KRY","Karaye","KN2207","NIE KNS KRY TUR","Turawa","BUA_KN2207_4445","Alhazawa","55","895349.9375","1310981.5","","",""
"BUA","KN","Kano","20041","NIE KNS KRY","Karaye","KN2204","NIE KNS KRY KWA","Kwanyawa","BUA_KN2204_1292","Tofa","97","875619.3125","1320057.5","","",""
"HA","KN","Kano","20041","NIE KNS KRY","Karaye","KN2209","NIE KNS KRY YAM","Yammedi","HA_KN2209_42818","HA_3","1.5","901242.625","1324741.0","177","",""
"SSA","KN","Kano","20022","NIE KNS DKD","Dawakin Kudu","KN0913","NIE KNS DKD YAN","Yankatsari","SSA_KN0913_13342","Unguwar Juma","3","959953.375","1335088.5","136","",""
"BUA","KN","Kano","20022","NIE KNS DKD","Dawakin Kudu","KN0904","NIE KNS DKD DAA","Dawakiji","BUA_KN0904_1270","Dawakiji","300","968950.625","1330675.125","","",""
"BUA","KN","Kano","20022","NIE KNS DKD","Dawakin Kudu","KN0902","NIE KNS DKD DAN","Danbagina","BUA_KN0902_2003","Sabon Gari","31","977686.3125","1321698.625","","",""
"BUA","KN","Kano","20022","NIE KNS DKD","Dawakin Kudu","KN0908","NIE KNS DKD JID","Jido","BUA_KN0908_1308","Jido","129","962323.5625","1335703.125","","",""
"BUA","KN","Kano","20022","NIE KNS DKD","Dawakin Kudu","KN0903","NIE KNS DKD DAW","Dawaki","BUA_KN0903_1335","Kan Tudu","860","956901.375","1327699.75","","",""
"BUA","KN","Kano","20022","NIE KNS DKD","Dawakin Kudu","KN0903","NIE KNS DKD DAW","Dawaki","BUA_KN0903_1037","Nassarawa","51","954190.3125","1327084.25","","",""
"BUA","KN","Kano","20021","NIE KNS DTF","Dawakin Tofa","KN1004","NIE KNS DTF DAA","Dawanau","BUA_KN1004_1237","Saji","118","935660.9375","1359181.5","","",""
"BUA","KN","Kano","20021","NIE KNS DTF","Dawakin Tofa","KN1011","NIE KNS DTF TUM","Tumfafi","BUA_KN1011_2077","Yan Salmo Village","33","946254.25","1361389.625","","",""
"BUA","KN","Kano","20021","NIE KNS DTF","Dawakin Tofa","KN1011","NIE KNS DTF TUM","Tumfafi","BUA_KN1011_1365","Tumfafi Kanawa","279","940179.4375","1357025.0","","",""
"BUA","KN","Kano","20021","NIE KNS DTF","Dawakin Tofa","KN1001","NIE KNS DTF DAN","Danguguwa","BUA_KN1001_1073","Kofar Arewa","105","934154.8125","1352147.5","","",""
"HA","KN","Kano","20021","NIE KNS DTF","Dawakin Tofa","KN1003","NIE KNS DTF DAW","Dawaki West","HA_KN1003_23955","Unguwar Alhaji Yakubu","2.5","925855.3125","1357945.0","307","",""
"BUA","KN","Kano","20021","NIE KNS DTF","Dawakin Tofa","KN1002","NIE KNS DTF DAE","Dawaki East","BUA_KN1002_1206","Hayin Hago","42","929837.1875","1356562.875","","",""
"BUA","KN","Kano","20020","NIE KNS DGW","Doguwa","KN1102","NIE KNS DGW DOK","Dogon Kawo","BUA_KN1102_1346","Burji","134","951475.5625","1251226.875","","",""
"BUA","KN","Kano","20020","NIE KNS DGW","Doguwa","KN1106","NIE KNS DGW RIR","Riruwai","BUA_KN1106_5173","Turmusawa","110","972913.125","1202646.75","","",""
"BUA","KN","Kano","20020","NIE KNS DGW","Doguwa","KN1101","NIE KNS DGW DAK","Dadin Kowa","BUA_KN1101_1222","Tasha","249","960361.875","1197639.25","","",""
"HA","KN","Kano","20020","NIE KNS DGW","Doguwa","KN1107","NIE KNS DGW SHE","Shere","HA_KN1107_14546","Lamaro","3","978804.9375","1189267.0","53","",""
"BUA","KN","Kano","20020","NIE KNS DGW","Doguwa","KN1104","NIE KNS DGW FAL","Falgore","BUA_KN1104_1159","Tudun Ningi","449","954638.5","1246723.875","","",""
"BUA","KN","Kano","20020","NIE KNS DGW","Doguwa","KN1108","NIE KNS DGW TAG","Tagwaye","BUA_KN1108_5027","Sabuwar Kaura","92","954939.6875","1210619.25","","",""
"BUA","KN","Kano","20030","NIE KNS FGE","Fagge","KN1209","NIE KNS FGE SGW","Sabon Gari West","BUA_KN1209_1519","Sabon Gari West","487","949869.0","1347989.5","","",""
"BUA","KN","Kano","20030","NIE KNS FGE","Fagge","KN1208","NIE KNS FGE SGE","Sabon Gari East","BUA_KN1208_1422","Sabon Gari","339","950417.5625","1348164.25","","",""
"BUA","KN","Kano","20030","NIE KNS FGE","Fagge","KN1207","NIE KNS FGE RIL","Rijiyar Lemo","BUA_KN1207_1454","Rijiyar Lemo","282","943941.125","1352065.625","","",""
"BUA","KN","Kano","20030","NIE KNS FGE","Fagge","KN1206","NIE KNS FGE KWA","Kwachiri","BUA_KN1206_1430","Dan Rimi","936","945246.4375","1350936.25","","",""
"BUA","KN","Kano","20030","NIE KNS FGE","Fagge","KN1206","NIE KNS FGE KWA","Kwachiri","BUA_KN1206_1291","Kwachiri","121","946049.75","1353297.75","","",""
"BUA","KN","Kano","20030","NIE KNS FGE","Fagge","KN1210","NIE KNS FGE YAM","Yammata","BUA_KN1210_1294","Yammata","572","943388.875","1353195.0","","",""
"HA","KN","Kano","20006","NIE KNS GAK","Garko","KN1401","NIE KNS GAK DAL","Dal","HA_KN1401_13141","Fammade","6.5","979800.75","1289936.375","20","",""
"BUA","KN","Kano","20006","NIE KNS GAK","Garko","KN1407","NIE KNS GAK KWA","Kwas","BUA_KN1407_1489","Buda Hurumi","50","977779.375","1300565.875","","",""
"HA","KN","Kano","20006","NIE KNS GAK","Garko","KN1406","NIE KNS GAK KAT","Katumari","HA_KN1406_89253","Unguwar Busau","9.5","1001291.25","1295904.375","236","",""
"BUA","KN","Kano","20006","NIE KNS GAK","Garko","KN1408","NIE KNS GAK RAB","Raba","BUA_KN1408_1391","Garwaji","83","981042.6875","1297132.125","","",""
"BUA","KN","Kano","20006","NIE KNS GAK","Garko","KN1403","NIE JIS KYW GAR","Garko","BUA_KN1403_1525","Zango","568","980339.8125","1306357.875","","",""
"HA","KN","Kano","20006","NIE KNS GAK","Garko","KN1405","NIE KNS GAK KAM","Kafin Malamai","HA_KN1405_29181","Kan Dutse","1","987995.0625","1309513.0","225","",""
"SSA","KN","Kano","20007","NIE KNS GYA","Gaya","KN1610","NIE KNS GYA WUD","Wudilawa","SSA_KN1610_18431","Dan Audu","3","993003.3125","1325158.625","285","",""
"BUA","KN","Kano","20007","NIE KNS GYA","Gaya","KN1605","NIE KNS GYA GAS","Gaya South","BUA_KN1605_1216","Unguwar Mahaukci","537","1001827.625","1329639.375","","",""
"BUA","KN","Kano","20007","NIE KNS GYA","Gaya","KN1606","NIE KNS GYA KAD","Kademi","BUA_KN1606_1067","Tabuli","249","994547.875","1319688.75","","",""
"BUA","KN","Kano","20007","NIE KNS GYA","Gaya","KN1609","NIE KNS GYA SHA","Shagogo","BUA_KN1609_950","Yan Audu","54","992589.875","1327125.75","","",""
"BUA","KN","Kano","20007","NIE KNS GYA","Gaya","KN1604","NIE KNS GYA GAN","Gaya North","BUA_KN1604_1008","Zango Layin Gidan Mai Unguwar","569","1002480.25","1330049.75","","",""
"BUA","KN","Kano","20007","NIE KNS GYA","Gaya","KN1601","NIE KNS GYA BAL","Balan","BUA_KN1601_1080","Niima Yamma","205","1004284.0","1322889.25","","",""
"BUA","KN","Kano","20010","NIE KNS GZW","Gezawa","KN1707","NIE KNS GZW SAG","Sararin Gezawa","BUA_KN1707_1305","Bare","34","977123.0625","1355372.125","","",""
"BUA","KN","Kano","20010","NIE KNS GZW","Gezawa","KN1708","NIE KNS GZW TSB","Tsamiya Babba","BUA_KN1708_4314","Tsamiya Babba","93","958798.1875","1343873.5","","",""
"BUA","KN","Kano","20010","NIE KNS GZW","Gezawa","KN1711","NIE JIS GML ZAN","Zango","BUA_KN1711_1001","Charo","70","966730.5625","1353010.5","","",""
"BUA","KN","Kano","20010","NIE KNS GZW","Gezawa","KN1706","NIE KNS GZW MET","Mesar Tudu","BUA_KN1706_4672","Mesar Tudu","39","971148.625","1359890.75","","",""
"BUA","KN","Kano","20010","NIE KNS GZW","Gezawa","KN1702","NIE KNS GZW GAW","Gawo","BUA_KN1702_1279","Tofa","28","974110.75","1347209.75","","",""
"BUA","KN","Kano","20010","NIE KNS GZW","Gezawa","KN1704","NIE KNS GZW JOG","Jogana","BUA_KN1704_1258","Wangarawa","179","965626.0625","1348339.0","","",""
"BUA","KN","Kano","20012","NIE KNS GWL","Gwale","KN1804","NIE KNS GWL GAA","Galadanchi","BUA_KN1804_4481","Galadanchi","109","947200.8125","1344694.75","","",""
"BUA","KN","Kano","20012","NIE KNS GWL","Gwale","KN1803","NIE KNS GWL DOR","Dorayi","BUA_KN1803_1402","Gwale Rinji","68","946347.3125","1341872.0","","",""
"BUA","KN","Kano","20012","NIE KNS GWL","Gwale","KN1803","NIE KNS GWL DOR","Dorayi","BUA_KN1803_4146","Buk Old Site","249","944238.6875","1343155.0","","",""
"BUA","KN","Kano","20012","NIE KNS GWL","Gwale","KN1803","NIE KNS GWL DOR","Dorayi","BUA_KN1803_1320","Gwale Unguwar Lalle","1534","945343.1875","1340640.25","","",""
"BUA","KN","Kano","20012","NIE KNS GWL","Gwale","KN1803","NIE KNS GWL DOR","Dorayi","BUA_KN1803_4434","Yarfadama","208","941527.625","1341564.0","","",""
"BUA","KN","Kano","20012","NIE KNS GWL","Gwale","KN1808","NIE KNS GWL KAU","Kabuga","BUA_KN1808_1743","Kabuga","491","945389.75","1347025.25","","",""
"SSA","KN","Kano","20026","NIE KNS KBK","Kabo","KN2001","NIE KNS KBK DUG","Dugabau","SSA_KN2001_19571","Galadima","3","916637.5","1325840.875","149","",""
"BUA","KN","Kano","20026","NIE KNS KBK","Kabo","KN2005","NIE KNS KBK GOI","Godiya","BUA_KN2005_1751","Yansarki","71","905426.5","1336555.875","","",""
"BUA","KN","Kano","20026","NIE KNS KBK","Kabo","KN2002","NIE KNS KBK DUR","Durun","BUA_KN2002_1117","Zango","40","916070.0","1334965.25","","",""
"BUA","KN","Kano","20026","NIE KNS KBK","Kabo","KN2004","NIE KNS KBK GAR","Garo","BUA_KN2004_746","Sabuwar Anguwa","407","901811.75","1341020.375","","",""
"HA","KN","Kano","20026","NIE KNS KBK","Kabo","KN2008","NIE KNS KBK KAB","Kabo","HA_KN2008_4669","Gyarauji","5.5","911951.5625","1330666.875","300","",""
"BUA","KN","Kano","20026","NIE KNS KBK","Kabo","KN2006","NIE KNS KBK GUD","Gude","BUA_KN2006_1821","Mabuga","75","897544.3125","1340353.125","","",""
"HA","KN","Kano","20033","NIE KNS KBY","Kibiya","KN2304","NIE KNS KBY KAD","Kadigawa","HA_KN2304_26053","Sabon Garon Kuluki","18","973617.0","1295582.0","179","",""
"HA","KN","Kano","20033","NIE KNS KBY","Kibiya","KN2306","NIE KNS KBY NAR","Nariya","HA_KN2306_88001","Tamiyawa","8","963381.125","1299514.625","21","",""
"BUA","KN","Kano","20033","NIE KNS KBY","Kibiya","KN2307","NIE KNS KBY KIB","Kibiya 2","BUA_KN2307_5309","Gunds Tasha","24","969940.0625","1289385.0","","",""
"BUA","KN","Kano","20033","NIE KNS KBY","Kibiya","KN2308","NIE KNS KBY KII","Kibiya 1","BUA_KN2308_4549","Zango","306","963815.0","1292356.75","","",""
"BUA","KN","Kano","20033","NIE KNS KBY","Kibiya","KN2303","NIE KNS KBY FAS","Fassi","BUA_KN2303_4548","Gidan Adam","28","960802.6875","1274632.875","","",""
"SSA","KN","Kano","20033","NIE KNS KBY","Kibiya","KN2301","NIE KNS KBY DUR","Durba","SSA_KN2301_5336","Gidan Tagwai","3","967797.8125","1302079.5","141","",""
"HA","KN","Kano","20042","NIE KNS KNC","Kunchi","KN2603","NIE KNS BBJ GWA","Gwarmai","HA_KN2603_87899","Shedawa","2","935998.0","1387086.5","93","",""
"HA","KN","Kano","20042","NIE KNS KNC","Kunchi","KN2601","NIE KNS KNC BUM","Bumai","HA_KN2601_84248","Sabuwar Santa","65.5","911717.75","1396109.625","6","",""
"HA","KN","Kano","20042","NIE KNS KNC","Kunchi","KN2605","NIE KNS KNC KUN","Kunchi","HA_KN2605_24390","Fankaya","20.5","918241.0625","1407249.25","336","",""
"HA","KN","Kano","20042","NIE KNS KNC","Kunchi","KN2604","NIE KNS KNC KAK","Kasuwar Kuka","HA_KN2604_88248","Turgulle","81.5","924653.0625","1387014.125","215","",""
"HA","KN","Kano","20042","NIE KNS KNC","Kunchi","KN2607","NIE KNS KNC RID","Ridawa","HA_KN2607_24382","Tambarawa","14.5","927358.125","1399689.375","289","",""
"HA","KN","Kano","20042","NIE KNS KNC","Kunchi","KN2609","NIE KNS KNC SHU","Shuwaki","HA_KN2609_24149","Faure","24.5","912886.625","1393647.375","29","",""
"BUA","KN","Kano","20019","NIE KNS WRA","Warawa","KN4312","NIE KNS WRA TAN","Tanagar","BUA_KN4312_881","Haladawa","69","969183.3125","1343299.25","","",""
"BUA","KN","Kano","20019","NIE KNS WRA","Warawa","KN4311","NIE KNS WRA TAM","Tamburawan Gabas","BUA_KN4311_5386","Tambuwar","202","964715.0625","1339655.5","","",""
"BUA","KN","Kano","20019","NIE KNS WRA","Warawa","KN4314","NIE JIS BBR JIG","Jigawa","BUA_KN4314_745","Riji","69","983893.375","1333190.25","","",""
"HA","KN","Kano","20019","NIE KNS WRA","Warawa","KN4305","NIE KNS WRA IMA","Imawa","HA_KN4305_32931","Geza","15.5","980891.6875","1330746.5","213","",""
"HA","KN","Kano","20019","NIE KNS WRA","Warawa","KN4307","NIE KNS WRA GAD","Garin Dau","HA_KN4307_26250","Wanbanto B","8.5","984754.5","1330189.125","138","",""
"BUA","KN","Kano","20019","NIE KNS WRA","Warawa","KN4315","NIE KNS WRA YAN","Yangizo","BUA_KN4315_553","Yangizo","54","980830.875","1342324.125","","",""
"BUA","KN","Kano","20036","NIE KNS MDB","Madobi","KN2810","NIE JIS DUT MAD","Madobi","BUA_KN2810_1220","Sabon Gari","241","922743.5625","1320007.5","","",""
"BUA","KN","Kano","20036","NIE KNS MDB","Madobi","KN2809","NIE KNS MDB KWA","Kwankwaso","BUA_KN2809_1015","Kwankwaso","162","934441.375","1328675.75","","",""
"BUA","KN","Kano","20036","NIE KNS MDB","Madobi","KN2806","NIE JIS JHN KAN","Kanwa","BUA_KN2806_4187","Kwarin Damawa","24","939863.5","1329137.375","","",""
"HA","KN","Kano","20036","NIE KNS MDB","Madobi","KN2808","NIE KNS MDB KUA","Kubaraci","HA_KN2808_14592","Akokawa A","18.5","932483.5625","1320036.125","20","",""
"BUA","KN","Kano","20036","NIE KNS MDB","Madobi","KN2804","NIE BOS SHN GOR","Gora","BUA_KN2804_941","Gora","124","926659.5625","1325392.75","","",""
"BUA","KN","Kano","20036","NIE KNS MDB","Madobi","KN2805","NIE KNS MDB KAF","Kafin Agur","BUA_KN2805_1102","Kafin Agur","86","930876.8125","1329855.625","","",""
"HA","KN","Kano","20039","NIE KNS MKK","Makoda","KN2909","NIE KNS MKK SAT","Satame","HA_KN2909_57008","Hadin Mudi","4.5","949529.5625","1379087.0","128","",""
"HA","KN","Kano","20039","NIE KNS MKK","Makoda","KN2901","NIE KNS MKK BAR","Babbar Ruga","HA_KN2901_14833","Felele","19.5","949989.375","1386763.375","111","",""
"BUA","KN","Kano","20039","NIE KNS MKK","Makoda","KN2906","NIE KNS MKK TAB","Tabo","BUA_KN2906_1250","Unguwar Sunusi","91","937252.875","1397081.75","","",""
"BUA","KN","Kano","20039","NIE KNS MKK","Makoda","KN2907","NIE KNS MKK MAI","Maitsidau","BUA_KN2907_957","Unguwar Chiroma","138","945235.4375","1386029.625","","",""
"HA","KN","Kano","20039","NIE KNS MKK","Makoda","KN2904","NIE KNS MKK KAD","Kadan Dani","HA_KN2904_81665","Dabawa","51.5","942330.625","1408868.625","339","",""
"BUA","KN","Kano","20039","NIE KNS MKK","Makoda","KN2908","NIE KNS MKK MAK","Makoda","BUA_KN2908_1152","Unguwar Zubairu","197","938658.625","1393637.125","","",""
"BUA","KN","Kano","20040","NIE KNS MJB","Minjibir","KN3004","NIE KNS MJB KUN","Kunya","BUA_KN3004_687","Kunya","426","949499.25","1371201.0","","",""
"BUA","KN","Kano","20040","NIE KNS MJB","Minjibir","KN3009","NIE KNS MJB TSA","Tsakiya","BUA_KN3009_1046","Kwamna","35","951758.4375","1361339.625","","",""
"BUA","KN","Kano","20040","NIE KNS MJB","Minjibir","KN3010","NIE KNS DKD TSA","Tsakuwa","BUA_KN3010_4296","Kwandarma","51","964058.6875","1370533.125","","",""
"BUA","KN","Kano","20040","NIE KNS MJB","Minjibir","KN3007","NIE KNS MJB MIN","Minjibir","BUA_KN3007_4668","Galawanga","42","964359.9375","1364523.625","","",""
"HA","KN","Kano","20040","NIE KNS MJB","Minjibir","KN3011","NIE KNS MJB WAS","Wasai","HA_KN3011_29781","Kadani","15","965362.625","1362419.75","323","",""
"SSA","KN","Kano","20040","NIE KNS MJB","Minjibir","KN3006","NIE KNS MJB KWA","Kwarkiya","SSA_KN3006_5260","Gidan Tata","3","956326.4375","1373514.75","17","",""
"BUA","KN","Kano","20008","NIE KNS TYW","Tsanyawa","KN4002","NIE KNS TYW DUN","Dunbulum","BUA_KN4002_1005","Kokai Cikin Gari","66","893520.5625","1370533.125","","",""
"HA","KN","Kano","20008","NIE KNS TYW","Tsanyawa","KN4008","NIE KNS TYW YAN","Yankamaye","HA_KN4008_5647","Williyawa","1.5","885282.375","1384175.375","46","",""
"BUA","KN","Kano","20008","NIE KNS TYW","Tsanyawa","KN4006","NIE KNS TYW TAT","Tatsan","BUA_KN4006_1076","Farsa B","30","901553.375","1389340.0","","",""
"BUA","KN","Kano","20008","NIE KNS TYW","Tsanyawa","KN4007","NIE KNS TYW TSA","Tsanyawa","BUA_KN4007_699","Tsanyawa","321","888700.875","1378958.75","","",""
"HA","KN","Kano","20008","NIE KNS TYW","Tsanyawa","KN4010","NIE KNS TYW ZAR","Zarogi","HA_KN4010_31198","Takalmawa","5.5","889531.8125","1369172.875","11","",""
"HA","KN","Kano","20008","NIE KNS TYW","Tsanyawa","KN4009","NIE KNS TYW YAG","Yanganau","HA_KN4009_14617","HA_3","2","881082.625","1368489.625","38","",""
"BUA","KN","Kano","20029","NIE KNS TWD","Tudun Wada","KN4110","NIE KNS TWD TSG","Tsohon Gari","BUA_KN4110_936","Unguwar Masu Rariya","406","935391.625","1260031.25","","",""
"BUA","KN","Kano","20029","NIE KNS TWD","Tudun Wada","KN4108","NIE JIS TAR SAG","Sabon Gari","BUA_KN4108_836","Tsauni","347","934738.9375","1260287.25","","",""
"SSA","KN","Kano","20029","NIE KNS TWD","Tudun Wada","KN4102","NIE KNS TWD BUB","Burun-Burun","SSA_KN4102_21590","Zegan Tandu","3","978315.5","1279141.125","348","",""
"BUA","KN","Kano","20029","NIE KNS TWD","Tudun Wada","KN4107","NIE KNS TWD NAA","Nata-Ala","BUA_KN4107_1098","Nata'Ala B","189","953917.25","1262693.125","","",""
"SSA","KN","Kano","20029","NIE KNS TWD","Tudun Wada","KN4104","NIE KNS TWD JAN","Jandutse","SSA_KN4104_18252","Gidan Sani Nomadic","3","934365.375","1267496.5","216","",""
"BUA","KN","Kano","20029","NIE KNS TWD","Tudun Wada","KN4111","NIE KNS TWD YAR","Yaryasa","BUA_KN4111_753","Yaryasa","87","924644.0625","1270393.625","","",""
"BUA","KN","Kano","20037","NIE KNS NSR","Nassarawa","KN3106","NIE KNS NSR HON","Hotoro North","BUA_KN3106_1363","Raudakeyi","339","956925.9375","1345599.125","","",""
"BUA","KN","Kano","20037","NIE KNS NSR","Nassarawa","KN3104","NIE KNS NSR GIG","Giginyu","BUA_KN3104_4537","Giginyu","2761","954214.8125","1345855.75","","",""
"BUA","KN","Kano","20037","NIE KNS NSR","Nassarawa","KN3104","NIE KNS NSR GIG","Giginyu","BUA_KN3104_4537","Giginyu","2761","953009.9375","1344264.625","","",""
"BUA","KN","Kano","20037","NIE KNS NSR","Nassarawa","KN3109","NIE KNS NSR KAW","Kawaji","BUA_KN3109_4976","Kawaji","1507","955670.8125","1347857.5","","",""
"BUA","KN","Kano","20037","NIE KNS NSR","Nassarawa","KN3107","NIE KNS NSR HOT","Hotoro South","BUA_KN3107_4553","Hotoro South","738","955218.9375","1341955.125","","",""
"BUA","KN","Kano","20037","NIE KNS NSR","Nassarawa","KN3105","NIE KNS NSR GWG","Gwagwarwa","BUA_KN3105_1447","Gwagwarwa","157","951252.75","1349038.125","","",""
"BUA","KN","Kano","20014","NIE KNS RAN","Rano","KN3204","NIE KNS RAN RAO","Rano","BUA_KN3204_822","Unguwar Findi","490","955821.375","1295186.0","","",""
"BUA","KN","Kano","20014","NIE KNS RAN","Rano","KN3201","NIE KNS DKD DAW","Dawaki","BUA_KN3201_5184","Rano Dawaki","143","954516.0625","1294622.375","","",""
"HA","KN","Kano","20014","NIE KNS RAN","Rano","KN3205","NIE KNS RAN RSG","Rurum Sabon Gari","HA_KN3205_9534","Gidan Surajo","1","946549.625","1282087.375","46","",""
"BUA","KN","Kano","20014","NIE KNS RAN","Rano","KN3206","NIE KNS RAN RTG","Rurum Tsohon Gari","BUA_KN3206_1166","Tsigi","84","943370.5625","1279202.0","","",""
"HA","KN","Kano","20014","NIE KNS RAN","Rano","KN3203","NIE JIS KKM MAD","Madachi","HA_KN3203_30795","Taure","6","957948.75","1299753.25","214","",""
"BUA","KN","Kano","20014","NIE KNS RAN","Rano","KN3208","NIE KNS KKU YAL","Yalwa","BUA_KN3208_1191","Kazaurawa","36","950650.25","1276641.125","","",""
"BUA","KN","Kano","20005","NIE KNS RMG","Rimin Gado","KN3305","NIE KNS RMG GUL","Gulu","BUA_KN3305_1055","Gulu Cikin Gari","188","923385.25","1330225.75","","",""
"BUA","KN","Kano","20005","NIE KNS RMG","Rimin Gado","KN3304","NIE KNS RMG DUG","Dugurawa","BUA_KN3304_923","Dugurawa","29","916256.125","1347108.375","","",""
"HA","KN","Kano","20005","NIE KNS RMG","Rimin Gado","KN3301","NIE KNS RMG BUB","Butu-Butu","HA_KN3301_30541","Rakuwa","31.5","915647.3125","1338573.625","54","",""
"HA","KN","Kano","20005","NIE KNS RMG","Rimin Gado","KN3312","NIE JIS GML ZAN","Zango","HA_KN3312_89475","Hayin Talata","3.5","921836.6875","1345321.5","6","",""
"BUA","KN","Kano","20005","NIE KNS RMG","Rimin Gado","KN3308","NIE KNS RMG RIG","Rimin Gado","BUA_KN3308_974","Unguwar Wanzamai","194","917862.6875","1342129.875","","",""
"HA","KN","Kano","20005","NIE KNS RMG","Rimin Gado","KN3309","NIE KNS RMG SAT","Sakara Tsa","HA_KN3309_73867","Madugaji","4.5","929874.0","1338448.375","59","",""
"HA","KN","Kano","20013","NIE KNS SNN","Shanono","KN3502","NIE KNS SNN DUB","Dutsen Bakoshi","HA_KN3502_14241","Tsallatawa","2.5","887973.3125","1343341.375","125","",""
"HA","KN","Kano","20013","NIE KNS SNN","Shanono","KN3510","NIE KNS SNN TSA","Tsaure","HA_KN3510_62790","Karana","12","878533.4375","1346470.875","161","",""
"BUA","KN","Kano","20013","NIE KNS SNN","Shanono","KN3507","NIE KNS SNN LEN","Leni","BUA_KN3507_5221","Leni","35","901244.8125","1346492.375","","",""
"HA","KN","Kano","20013","NIE KNS SNN","Shanono","KN3503","NIE KNS SNN FAR","Faruruwa","HA_KN3503_62967","Unguwar Tudu Fulani","1","876574.1875","1366189.0","40","",""
"HA","KN","Kano","20013","NIE KNS SNN","Shanono","KN3505","NIE KNS SNN KAD","Kadamu","HA_KN3505_86982","Yarkasuwa","14.5","885457.5","1360871.125","213","",""
"BUA","KN","Kano","20013","NIE KNS SNN","Shanono","KN3509","NIE KNS SNN SHN","Shanono","BUA_KN3509_5107","Garin Shanono","269","889496.8125","1351369.0","","",""
"BUA","KN","Kano","20002","NIE KNS TAK","Takai","KN3707","NIE KNS KUR KAR","Karfi","BUA_KN3707_967","Shawu Cikin Gari","39","1017369.1875","1281835.0","","",""
"BUA","KN","Kano","20002","NIE KNS TAK","Takai","KN3706","NIE KNS TAK KAC","Kachako","BUA_KN3706_917","Unguwar Tsamiya","510","1030322.0625","1293464.5","","",""
"HA","KN","Kano","20002","NIE KNS TAK","Takai","KN3702","NIE KNS TAK DUR","Durbunde","HA_KN3702_73635","Kauyen Makeri","6","1020666.125","1293287.875","60","",""
"HA","KN","Kano","20002","NIE KNS TAK","Takai","KN3710","NIE KNS TAK ZUG","Zuga","HA_KN3710_91215","Gabashi","139","1018250.5","1300207.875","106","",""
"BUA","KN","Kano","20002","NIE KNS TAK","Takai","KN3709","NIE KNS TAK TAK","Takai","BUA_KN3709_1027","Yambade","334","1014206.25","1297307.875","","",""
"BUA","KN","Kano","20002","NIE KNS TAK","Takai","KN3701","NIE KNS TAK BAG","Bagwaro","BUA_KN3701_801","Bagwaro","71","1021335.375","1274818.25","","",""
"BUA","KN","Kano","20027","NIE KNS WDL","Wudil","KN4407","NIE KNS WDL LAJ","Lajawa","BUA_KN4407_1183","Lajawa Hurumi","60","993367.5","1331323.875","","",""
"BUA","KN","Kano","20027","NIE KNS WDL","Wudil","KN4408","NIE JIS TAR SAG","Sabon Gari","BUA_KN4408_830","Shagari Quaters","154","984129.75","1321988.125","","",""
"HA","KN","Kano","20027","NIE KNS WDL","Wudil","KN4403","NIE KNS WDL DAN","Dankaza","HA_KN4403_23694","Kanyar Utai","17.5","986491.0625","1316212.5","330","",""
"BUA","KN","Kano","20027","NIE KNS WDL","Wudil","KN4409","NIE KNS WDL UTA","Utai","BUA_KN4409_1182","Utai Gabas A","110","989100.0625","1316808.625","","",""
"BUA","KN","Kano","20027","NIE KNS WDL","Wudil","KN4402","NIE KNS WDL DAG","Dagumawa","BUA_KN4402_648","Unguwar Arewa","228","983426.875","1322142.0","","",""
"BUA","KN","Kano","20027","NIE KNS WDL","Wudil","KN4410","NIE KNS WDL WUD","Wudil","BUA_KN4410_572","Komi","435","984280.375","1324091.0","","",""
